,reviews,Rating,Ranking
12,"bought a sectional from these folks a few years ago. worn poorly, had several repairs done on it throughout its life. probably worth less than $100. asked for a
#
customer service and i have been calling them since november to get repairs made, today is 22nd november and we still have not had a repair man or an employee show up. what a waste of time and money we have gotten for our money. i think these guys should be ashamed of themselves and of themselves run companies.
i placed my
#
customer service is horrible.  they are late getting repairs out to the home, then having done nothing but sit on their repair pile all afternoon.  do not use!
these guys have made a business out of doing as little as possible, and taking as long as possible to do it, if they even show up. their drivers sit at the gate,
#
customer service was average at best.  they have done many bad jobs and reputations sink when they are not properly maintained or repaired.
we used this company for 25 years.  they over charged on repairs, lost inventory, had parts problems and returned items to us broken.  the home warranty company covers the repairs but the buyer does not.  you
#
customer service is terrible they hang up on you! their hours are 2-3 times the rest of the chain. their knowledge is abysmal and their responses are sarcastic and mean. beware!!!
had a small leak from my tub so i gave them a  call...they came out the next day and said there was nothing they could do.  they
#
customer service is horrible if they don't speak english well.
had some come out for an estimate to repair some tile around my patio bar and after looking at the estimate gave me an incorrect estimate as he couldn't read a person. apologized and said he'll do it right away.


 upgrading our system to what it is after the renovation.  the
#
customer service is a joke
they came out on a home warranty call and said the repair was not covered so we paid out of pocket to install a pressure regulator and they installed it in the wrong spot so the pressure to the washer and irrigation is not regulated.
i would not recommend using this company.",2,negative
13,this review is based solely on communication and not,2,negative
14,customer service is good they come out when they feel it's necessary but this is more taking the piss than doing their job. i give it to this place it's a great company that has good reviews but there's just too many bad reviews to be happy with just one company. if i could give this place a n/a or zero star i would.,2,negative
15,customer service is great sometimes but nothing special...at this rate you can't be outclassed no matter what your miles are. ,2,negative
16,the wait time is also the wait for a repair person can be up to 15 minutes. this is just not acceptable especially with new cars coming off the assembly line very soon!,2,negative
17,place needs a complete makeover and some,2,negative
18,"customer service is terrible to even respond to emails. was told by the tech that there's nothing i can do, i have never received a response to the emails i have sent him. i plan to cancel my membership. avoid at all cost!!!!!",2,negative
19,"for my deck repair, ac was apparently ok, but the guy who fixed it screwed it up, and
#
customer service was not good. he was here every other week from 9 am to 5 pm. he was very late, and when he said he couldn't make it, he held up a sheet of paper that clearly stated he could not. when i asked him if he could leave a message for me, he said he won't be able to do that.
#
customer service is great, but this was a complete waste of my time. i had a lot of drywall repair work which needed to be done which was a bit frustrating because i had told him many times i'd come by later in the day. he basically ignored me. i posted on his fb wall what the status was several times and he either ignored
#
customer service is really bad they just ignore stuff that isn't working and repair stuff that is. beware of this place
the new addition to the chas roberts family, excellent ramen. chas roberts bartenders are hyped up and ready to roll, their ramen is overpriced and taste is all over the map. beware!
#
customer service is bad, i don't recommend this place. we have bought several items from them and over time they have lost or damaged several items. the company has been in business for years and never met any of their advertised levels. they offered to pay for some roof repairs and that was all we needed to hear. they lost several items and have refused to
#
customer service is horrible. if i call and ask for help i get a short response that explains what the problem is and how to fix it. then i get an email saying the repair was not scheduled until next week. hey, i was told the repair guy was lazy. but i'm glad i was told i wasn't doing a good job.
if
#
customer service.   the plumber was here 1 hour before my scheduled time.   the tech told me that the bathroom door was out of cast and he told me to check my garage door.   the door to my garage door was in pretty bad shape too.   i left a message and called the plumber to see if he could
#
customer service was also very bad.  he was finally willing to listen and help us when he was told we needed a new ac unit.  unfortunately the new unit we had him install was not of the model that we were looking for.  he made me feel that our company was not very nice and took unnecessary lengths to get the work done. 
#
customer service is horrible. if i could give zero stars that would. i have called in to their house 13 times in the last 4 months to get an estimate. their guy said something like, this is the most expensive plumbing you can buy, so it won't last"" and walked away.  i don't recommend them, or the company that makes",2,negative
20,"customer service is horrible. i am in the market for a repair, but am not in the mood to deal with them personally. ",2,negative
21,i have been waiting for 6 weeks for basic repairs to be made when they are not even supposed to be out at the same time! ,2,negative
22,"this place is a complete joke.""",2,negative
23,dont rent from this company,2,negative
24,"customer service. not nice people at all.""",2,negative
25,horrible horrible horrible awful horrible horrible horrible terrible horrible terrible horrible horrible horrible terrible terrible horrible terrible extremely rude very odd language is audible even through the closed doors when talking to employees,2,negative
26,this place is an absolute rip-offker...ervasi ketchup is cheaper than this crap...i am having to look up their,2,negative
27,customer service is terrible. he is here 24/7/365 answering questions and will not get out of the house until he has gotten a word in from the tech. the receptionist is very curt and just wants you waiting on hold. the floor was very sticky when i arrived and i had to keep stashing my items away until i got home.,2,negative
28,customer service before i would have been happy to spend more money and give them better reviews. i guess i'm not really impressed with the fact that they will only give me a one star if i am willing to wait around for them.,2,negative
29,i have called lyons on three occasions in the last two weeks in order to get an estimate for a small repair what,2,negative
30,"customer service is terrible.  they answer calls in private but are very difficult to reach in person.  do yourself a favor, i will be sure to call the police when things get really bad.",2,negative
31,( closed indefinitely ) my xbox recently broke down on me yesterday and i decided to take to vegas game repair which is also called the guru crew.,2,negative
32,customer service is terrible. will not buy from there again.,2,negative
33,"have been looking for a good handyman for sometime and unfortunately, i'll have to keep looking. we needed three new sinks installed and mr. fix it was not happy that there were other trades working in the house, mad that he'd have to get some supplies, and unwilling to work",2,negative
34,"customer service is horrible. they answer everything but the call! if i had a problem, i called them first. extreme lack of professionalism. i won't be using them again.",2,negative
35,"this place is a joke, they came out to fix a clicking noise in the refrigerator and left with the compressor non-functional. the refrigerator was dishwasher warm so i called",2,negative
36,"customer service is terrible. i called so many times for my glasses to be repaired they were gone when i arrived. tech wanted 10 to 15 minutes to get repair person there and that was it. told me ""this is your chance to get your glasses fixed for a reasonable price"". nothing. it was all about the 10 to 15 minutes. it didn't matter",2,negative
37,"customer service was great the guy was very courteous and answered all of our questions. however, if there was anything i needed it was immediately fixed. twice",2,negative
38,"they do not accept cash, credit or debit cards. instead, call for a written estimate. then, they accept cash for repairs only. which is why we left so many negative reviews.",2,negative
39,"customer service is awful.  they are late getting out of the garage door and then having to push the door shut.  i've asked several times for assistance getting things fixed and always get a lecture about how ""that's the way it is.""  really? i'm not sure how the owner of this business is still in business.   it seems",2,negative
40,customer service is awful. they wait till you pick up the pieces before doing anything. i wish i would of never bought a home through them.,2,negative
41,i would give this place 0 stars if possible they did a great job on my home and did the repairs in the home themselves. i have sent many messages trying to get them to come out and do repairs and,2,negative
42,customer service to be polite and not rude. i wish i could leave this company,2,negative
43,"a negative review as there is nothing on their website about the shutoffs and cancellations.""",2,negative
44,we contacted larry in the summer of 2017 to get a quote for roof repair/replacement. larry wrote me an email requesting a quote prior to the visit. we discussed,2,negative
45,customer service is terrible.  if i needed them they would have been happy to help me out.  i am still happy to pickup the parts when i need them.,2,negative
46,"they've closed indefinitely.


i'm afraid i should write a negative review, as this is the only positive thing i've seen of any kind about this place.",2,negative
47,this,2,negative
48,customer service is a joke.  they have a guy that runs the whole show.  don't trust them.,2,negative
49,"this place has been around about 7 years.  they sold very few new units.  they have made a bunch of bad business decisions, and don't stand behind them.  the owner has a history of lying to their customers, and",2,negative
50,"customer service, email is not reliable, and it takes weeks to respond to inquiries.  i would not recommend this company to anyone.",2,negative
51,"on 2/15, came home early to make repairs. was greeted by a raging fire in the garage and called for a second opinion. both opinions were that the fire was the result of a normal garage repair and not",2,negative
52,customer service is terrible. they don't help with identification and only give guesswork answers. i guess that makes them a good target for criminals.,2,negative
53,"don't use this company! i bought furniture in december of 2014, delivered at the end of january.  my furniture is always covered in mold. my furniture is never repaired.  every time i",2,negative
54,customer service is horrible. i bought a piece of artwork and was told the piece of art was very fragile.  the person who helped me to view the piece of art was also very kind. so i don't think i'll be returning.,2,negative
55,"warning this place is a total rip off this homeowner called them for repair he didn't even complete what he
#
customer service is horrible don't buy furniture here it was terrible
i had information that a company was coming to repair my barn door and they never came. i called them and they told me they were busy and could come later in the day. they sent a person out with a mousetrap and when they came out it was too late. i guess
#
customer service: (905) 484-0800
good news: they're open 7 days a week & they provide excellent parking
beware: they sell cheap labor & they don't provide good garage door repair
2nd news: they don't open at 7am doesn't say 7 a.m. on weekends & they only have 1 day
#
customer service is great but this isn't really a location that you want to call for repairs.  it feels abandoned and with good reason.  the building is undergoing some renovations but it doesn't feel like a true location. i'm not sure how it got its name but it definitely needs some serious renovations to really justify its existence.
what a rude horrible
#
customer service is terrible. they seem to pull the plug on calls almost immediately. i guess that way they have time to do other job. i guess that way they have time to inspect house and make repairs. other way around, not so much.
this place is under  renovation if i would have known that would be my last resort. this is not
#
customer service is terrible.  they talk shit about other reviews but this is the worst.
i received a small work from david scott in regard to roof repair.  david scott is a liar, don't trust them in real estate.
their repair advice is total bull----.  it was raining out, so when i got home, i
#
customer service is non existent.
would not recommend this company.  ish after my experience with them.  they get charged for everything, but the repairs are the least important.  they charge you an arm and a leg, and then don't correct the problem.  you have got to live with the repairs you got.  you don't
#
customer service should have been better since this was my initial experience with them.  my return policy from them was never honored.
i would not recommend doing business with this company. our new patio coating started to stick to our patio furniture. the owner blamed us for the issue and would not come out to look at her company's work after i requested a visit
#
customer service is non existent.  it is tapered off and constantly changing topics.  it sounds good on the vid , but nothing comes of it.  you have to listen to them and follow their lead.  it is boring and not interactive.
not happy with my experience.  gentleman did not explain well enough about repair and did not
#
customer service is horrible no matter what query i get. terrible company with a history of cheating customers.
i called because my ac unit was blowing hot air. i couldn't figure out how to get it fixed so i called a third party company. they came out, repaired the ac, and told me the system was too old and needed an expensive repair.
#
customer service is terrible do not use this company
well, even though everything seemed okay in november.  it seems that i shouldn't have written a review here, but i wanted to give you a heads up that i might have had something wrong with it, so i looked up their warranty and it seems that they only cover the first 3 months.
#
customer service is horrible don't buy furniture from this company it is in disrepair
i have used this furniture for years and i have been frustrated with the quality of the material used. 2 years ago i used natural stone for the base layer and the seams were so thin it took 1/2 an inch to expose a seam.  this was the only repair
#
customer service is horrible. when a tech asked if he could help me locate my downstairs neighbor he basically told me she is out of the house all the time and not in the kitchen. that's pretty much it. don't let her come into your home. i don't think they fix any of the plumbing in my house. i think they just replace it
#
customer service is terrible. if a tech can't diagnose the problem with my water heater that it's too expensive to fix, i don't know how someone can get a tech out here unless they are really good. good luck to anyone considering this location.",2,negative
56,"once again, i must disagree with one star. i came here to fix a couple small tears in",2,negative
57,customer service is horrible. if i call and set up appointment i wait 15 minutes then call the day before because someone forgot to set up their appointment and had to call me again. terrible waste of time.,2,negative
58,"i had a lot of drywall repair work in the mail, so i decided to give them a chance.  my wall is in better condition than",2,negative
59,customer service is terrible!!! if i wasn't going through them i would be much less likely to recommend and utilize them.  my experience with them was highly unsatisfactory and did not live up to expectations.  i will never recommend or utilize them again.,2,negative
60,"used them once in the past and was satisfied.  this time, however, they ""repaired",2,negative
61,"customer service is horrible, i get through text and no response at all. i guess they have some employees that do a good job but nothing else!",2,negative
62,i had a small leak from my tub so i gave them a go. the plumber came out and said the valve was loose and he advised me to replace it which i did adding cost $45.,2,negative
63,"customer service and repair is terrible.""",2,negative
64,these guys have completely ruined any business relationship i have had. for one thing they take personal information of customers and lie about it to get you to pay them more. then they have non-stop lying and cheating. they use the IRS as their middle man to get things done. always have a witness. tip the staff,2,negative
65,"customer service is amazing, i call for repairs every year and they respond promptly with information on what the repairs are. i would never recommend anyone use this company.",2,negative
66,"refered by american home shield for duct work repair. clint showed up 1 hour late for the appointment.  asked for a photo to show he was late, and got the registration
#
customer service is awful. you don't get a second opinion. i got the run around on my warranty. guess what? if you need to repair anything on your unit, it's your responsibility. 


beware!!!  


go somewhere else !! btw.. delivery guy is such a cheat. he steals from first time home owner and
#
customer service is terrible. they are late arriving and saying something along the lines of oh we were just having some technical issues"" and then never showing or responding to any communication attempts. do not use!",2,negative
67,"it smells good inside, but they don't stand behind their products. i bought an aromatherapy kit, and it started to make a ""rick",2,negative
68,"customer service is extremely slow,  you give them your money and they don't return your calls.  you might take their time to complete a job, but it doesn't matter when they do because you paid for an inferior product.",2,negative
69,i would not recommend this company based upon my experience and it's amazing how other customers have been treated very similar!! ,2,negative
70,customer service is horrible don't use them,2,negative
71,"nothing is ever good here. when i signed up i was excited for my vacation. now i'm just disappointed.


owner/manager gabriel lewis has been a dick to deal with and has screwed up several times.


in the summer of 2017 he fiddled with my water heater
#
customer service is great and when i called they told me the turnaround time was only an hour. but i have to call them 2x to tell them the repair is not going to happen that time. so i have to wait more than 2x to be sure it's not a fluke. finally, they screwed up on the appt. and don't
#
customer service is terrible their first impression is terrible then take 1 day to come out and fix your mistake
if i could give lower i would.  they took no pride in who they sold, (in nope, not worth dealing with) repairs regardless, they just wanted the cash.
i wish i could leave this company, they've made a living
#
customer service is terrible, i'm still waiting over month for them to get a technician out here.
update:  he's combative too.  read his reply below.  i certainly didn't get anything longer than a 30 day warranty.  also, who said it was 3 months ago?  well, someone must have kept him posted...""",2,negative
72,"customer service is non existent. the dude that answered our repair call was extremely moody and paranoid, telling us that we were intruders in his home and that we should be more than happy to leave. he was also very rude, to say the least. obviously a dude his age, not sure what his problem is.",2,negative
73,a salesman on the side,2,negative
74,"customer service is the worst ever, i waited over a week for them to get a repair man here to check our roof was good to go and now i have to wait even longer because of them. do yourself,and for the love of god your tenant, a favor and pick another company that will actually stand behind their work.",2,negative
75,terrible work. ,2,negative
76,customer service is horrible don't use them they are scam,2,negative
77,they came out on a home warranty call and said the claim was for a plumbing issue and replaced the hose that washer with a special kind of hose that are supposed to last longer but in the process broke one day.,2,negative
78,had to pay a different company out of pocket to repair the damage done by,2,negative
79,customer service is horrible. they are late getting out of the house to fix stuff. i got a small leak from a valve. i got another small leak. i was told it was not covered under warranty and that it would cost extra to repair under the warranty. terrible idea. sold me a new one for $400. never mind the fact that it was,2,negative
80,customer service is terrible. they are late getting out of the garage doors and installing the gates even though late afternoon is when the gates are installed. i had a couple of my gates installed by thad tempe around the bend and i swear they are still getting the clogged up garage doors. seriously frustrated.,2,negative
81,terrible communication. he said he would look,2,negative
82,customer service is very poor and they come in without an appointment and don't have a clue what they're doing.  when i called they said i needed an estimate and he said he didn't have one just like that.  if i was going to hire them i would want an in depth look at what it takes to repair a moped.  good,2,negative
83,"customer service is the same across the board. they take their time with repairs, and don't come out until you've worked for the appt. for the past 2 days i've been calling them for an update. i haven't gotten one. so they must be honest and reliable? good luck appt. doing good with the public purse.",2,negative
84,"
#
customer service is horrible. if i was to give them a negative, i would be. they lost $40 on a used samsung fridge. 
i hate using these people.",2,negative
85,"they repaired our dishwasher, and now it works less like a dishwasher and more like a propane grill. they dropped us a third of a star because they wanted",2,negative
86,"customer service is terrible. you speak at the counter, I wait up and some dude (im not sure how they do it) just walked out of the bathroom and into my house. greets me with ""how can i help""? i said ""how can i help you"" and he said ""get a lawyer"" and walked away. don't do it.",2,negative
87,"customer service. terrible company with no communication skills or work ethic. they send workers off on assembly line to make sure everything is okay, then when they are done they sit on your product line waiting for you to pick up the pieces. down right unpleasant! every time i've had a problem they have blamed me for the problem not mine so i just go ahead",2,negative
88,customer service is non existent. the guy said he didn't know anything and hung up on us! never in my life have I had an experience like this. driver was rude and didn't offer to help.,2,negative
89,"extremely rude staff. completely unwilling to help and only responded with sarcasm. i asked their repair guy if they fixed virtual boys, and he",2,negative
90,customer service to be reccommended.  the guy was too lazy to come out and take pictures and was just passive aggressive.  called and left a message stating that they will not be coming out again.  guess what???  if you use this company you will pay the price in increased repair costs!  i'm sure their new full face mask,2,negative
91,"customer service is terrible. when a tech asked for a small leak from my flat roof, i had him come out and look at it. he said it would cost $35 to flush it and that it would not stand a chance against the current crop of flat roofers out there. mind you i have a few years of experience, so this was clearly an",2,negative
92,"customer service is horrible they answer your calls but not in a timely manner. almost every time you call they are on the clock end of your clock and can't make you a brand new or repair a model that was sold in the past. this is total fraud to their name. do yourself a favorvesai, the owner, and get a private investigator on",2,negative
93,customer service is awful. they are late for their time slots to show up for the appointment . i have called and waited a month for repair work. our contractor also sub-recieved parts for us.  this is a business that preys on the innocent.  do not give them your business.,2,negative
94,don't use this business. they continually mess up,2,negative
95,customer service is non existent. like they never have any it or they will do everything they can to screw you!,2,negative
96,i wish i checked this place out before i bought this home. it seemed like a lot of guess work going into the house.. then the estimate and the walk through really damaged the house.,2,negative
97,i wish i had read the,2,negative
98,customer service is horrible don't buy furniture from here,2,negative
99,"finally got word that they will close its doors at the end of january. i called yesterday to confirm. joan asked if i wanted to pre-pay $75 for their to repair equipment that they did not sell me. i told her no, and she said they will send out a
#
customer service is terrible. they don't even call when they come out. i guess that way, they don't have to deal with pesky home warranty companies.
dead on arrival!!!!  found a small hole in ceiling with wire hanging out. recommended repair. accepted some slack wire.  walk through metal detector and all positive response was no explosives"". ",2,negative
100,customer service is non existent. the guy that came to my house was very unprofessional and did not understand what was going on. i told him to leave and he complied. when i returned home after work the door was locked. i filed a complaint with the better business bureau to advise them of what i did wrong.,2,negative
101,"the monday night prim
#
customer service is horrible. if you don't speak french don't go here. it's like fire & water come out from the same volcano....its called luigi.",2,negative
102,"too bad i didn't stay here tonight. their checkin desk guy was rude and refused to help himself to my $89.00 checkin.  also, i had
#
customer service is terrible. they are late getting out of the house and when they do come out they look like they are having a problem. this is my last year at this place. if they can't make someone wait 5 minutes than that person will assume that someone else will come out and try to fix the problem. very unprofessional to my customers.


#
customer service is non existent. we followed up on their computer to see if they could help us. yes they could, but what they really wanted to do is sell us a new unit. we followed up because we were charged $845 for a new unit.  now this is a company i would never recommend to anyone. they are bottom feeders
#
customer service is horrible if you aren't first time here then you should know better
great location, looks good from the outside but is a bit dated inside and could use renovations. the on/off switch is always on when you call, no call to repair it at this time of year. the front desk girls constantly interrupt you to keep you company and",2,negative
103,"customer service is horrendous. they are late getting repairs done and answer somehow confused? i asked a simple question answered in a chat log something to do with a ""laser pointer"" or something like that.""",2,negative
104,"if i can rate 0 i would because this is the most horrible, worst management company i have ever dealt with they take everything personally and will fight with",2,negative
105,"customer service is a joke.  i waited for 3 days for a repair man to come.  when he came, he handed me an estimate for repair.  the part was not on the truck so i called myradio to find out what was wrong.  the repair person was friendly and came out right away to fix what he missed.   i",2,negative
106,"customer service is unbelievably rude,ma'am,you do not know how good a repair your equipment really is,you need this mentality in all your dealings.""",2,negative
107,i have a home warranty with totalprotect. my oven went out of action on 12/23. sears was assigned my claim for repair of 1/3/2018. sears sends confirmation,2,negative
108,customer service is awful. they aren't even notified and some days don't respond to messages. i have been given nothing but excuses and mystifications. the building superintendent doesn't seem to understand what's going on either.,2,negative
109,were so excited to try a new place that might have real new york style pizza. turned out wasn't new york style pizza,2,negative
110,customer service is horrible.  if i could give lower i would.  they started the chat room private message.  not sure what happened there.   customer also ruined the party. ,2,negative
111,"i don't know what happens there.""",2,negative
112,"i don't know if this is a standard operating procedure in the biz., but it sure wasn't employed when",2,negative
113,"customer service resume with names, phone numbers and emails...the most pathetic excuse of a company...they offered me a one-year warranty and that's what i filed...and by the way, my carpet was green and my carpet switch was red...and you may recall that my carpet was completely white as well...",2,negative
114,"nope, they do not stand",2,negative
115,customer service is horrible wait on hold for a response no one calls m to follow up,2,negative
116,beware safety equipment salesman dropped in a hurry to sell newer models of vwj for his clients. he got go it working with the older models. he needs to be much less accommodating to his customers.,2,negative
117,"great plumber if you can get him to show
#
customer service is non existent.
i have called the number multiple times to get a quote. each time they try to push me out of the $60 window.  i have to wait until the following week to submit a quote.  if they push me out today, i will be forced to wait until tomorrow.  i have also been told that
#


unprofessional and that it's the fault of the installer that he ""didn't do it properly."" i asked him to at least tell me his name so i could contact him. he declined. i have tried to contact him several times since and have gotten generic answers instead. this is all too common in the installation of patio and terrace upgrades. caller",2,negative
118,"unprofessional agent, very dishonest.  they offered me a two way phone call to come pick up my corner stone, then when i refused they just cancelled the appointment.  guess what?  if you call and ask to pick up your corner stone you will be turned down because our agent was too kind.  that was our last conversation.  now we",2,negative
119,"unprofessional and just generally not trustworthy.""",2,negative
120,ten years ago we had a reciever repaired here. the plumber swore he fixed it but wouldn't provide a serial ,2,negative
121,"we were lucky to get these guys while they
#
unprofessional. i told him to leave and he ignored me. when i told him to, he said something to the effect of i am not letting you keep my business. i am going to court to get your client to keep your business!
i have been a patron for many years and will probably return again. , like many others, my",2,negative
122,"unprofessional"" that they look at you like an animal, just one that must be tamed.  they have zero respect for human life.  i wish i had the decency to ask them to do my lawn work.  they disgust me.  i wish i had the decency to ask them to do my laundry.  they are pathetic.  ",2,negative
123,"unprofessional. he doesn't even let you speak, he just gives you a report based on what he's seen and heard. it's a shame because he has a lot of experience (and a lot of credentials) that he lets his employees off with...",2,negative
124,very disappointed at how cheap the repair came out. the part that fixed my fridge zapped my,2,negative
125,"unprofessional and kept on yelling at me even though i told him over and over that i was not going to work on the patio today. really, milhouse, what kind of handyman ask you to work today for no reason other then your personality type? i'm sure you're good at it too. i'm sure you guys have some handyman type",2,negative
126,"unprofessional. i wanted to leave a positive review but i held it for now because i was desperate to get it replaced quickly.  that is the only reason i can think of giving it a negative review.  the technician came out to repair a light switch, after replacing the cable behind it with a new one. technician did a terrible job, it was",2,negative
127,"unprofessional.  remember, your customer is paying for this to happen.",2,negative
128,"absolutely awful.  they come in with the ""news"" that a window is being repaired, but after spending $30 to replace 2-4 feet of new glass, they came to me with the ""news.""  in which i had the audacity to ask them to provide",2,negative
129,unprofessional and refused to answer my calls.,2,negative
130,would definitely not recommend this company. our new patio coating started to stick to our patio furniture. the owner blamed us for the issue and would not come out to look at her company's work after i requested a visit by the owner multiple times. the owner made us feel that our issue was only our company's,2,negative
131,"unprofessional"") but even so, they have two choices: they can either provide a good, honest, family oriented company that values its customers over its employees, or they can provide bad, dishonest, unprofessional, unfriendly, irresponsible, lazy, and unprofessional customer representatives as well. ",2,negative
132,save yourself the time and frustration and go with a,2,negative
133,unprofessional and did not even let me know he was doing it.  when i asked him to stop he said don't worry i will post a picture of the receipt.  that was three weeks later and no post has been made.  called and messaged incessantly and finally called to reschedule.  very rude and misleading as to why he,2,negative
134,unprofessional and told me i needed a new heater. i told them he had purchased a new heater three weeks earlier and told him to bring it to my house. he brought it three weeks later.  i had a second opinion done by another company.,2,negative
135,"extremely rude and unprofessional. they try to force you to get a roommate, even though it says",2,negative
136,unprofessional and did not understand what i was saying.  terrible!  i wish i could give zero stars!  customer beware!,2,negative
137,the receptionist continually made inappropriate comments and made situations worse by making assumptions based on your behavior. she brought this up several times and I had to remind her several times that i am a senior citizen with a limited English-,2,negative
138,unprofessional and tried to intimidate me into paying for repairs that were not needed.  i will never use random to do any work for anyone again.,2,negative
139,"random numbers is a fairly new company to our area. we have had issues with them in the past, but they always seem to come out on a side…well, not here. the technician from
#
unprofessional.  what? you're a plumber not a handyman.  are you suggesting plumbers are bad at fixing things and handymen are good?  good luck to any handyman!  good handymen!  good on them if they do good work.  bad on them if they do bad work!  do your research!",2,negative
140,"unprofessional and did not respond to my calls. if they want their employees to be able to concentrate on their customers, this is the place to be.""",2,negative
141,"i gave them one star because for the most part it's good. however, two or more accidents a week is concerning. don't get scammed. don't get ripped off.",2,negative
142,"b
#
unprofessional and ""don't call his number. i guess you have to accept that you have a repairman by the name steve on the other end of the line who is incompetent not to know how to fix jeans so they stay dry. ... and that is the end of any further communication.""",2,negative
143,"not very friendly"" ",2,negative
144,there are,2,negative
145,unprofessional i would not recommend our company to anyone,2,negative
146,"in my case, the technician acted unannounced and went with my wife and i unplugged the lamps before he arrived.  we were then charged for the lamps that he installed, as well as the installation of the new shutters, which we refused to do.  hungrier for the retraction",2,negative
147,unprofessional coach stuck me with $10k+ in repairs required after 1 month.,2,negative
148,i don't recommend this company.... thad apologizes but do not pay in full!  extremely rare to come out on your own and fix your own stuff!  i'm telling you this because when i paid him in full he looked at me like i was,2,negative
149,"unprofessional,"" and ""do not recommend."" 34 shares · $24.00",2,negative
150,"i would give this place 0 stars if possible they do not charge for my repairs but they do a terrible job!  i have had windows repaired, roof repairs, plumbing replaced, metal installed, plastic repaired all around the house everything just chucks out, it's all over",2,negative
151,unprofessional.  they lost $40 on a vwj of just over $200. he said he lost money on realtors who didn't know when they sold their homes that they should have repaired them. complete sham.,2,negative
152,"not only do they not call and give a reason for a unreturned call, they refused to honor their return call",2,negative
153,"unprofessional, and had to ask the owner to leave.  when i asked the owner to allow me to use their bathroom, the owner said no, they are not open for business.  i asked them if they did not close when they close, and they did not reply.  this is not a real place, and i don't recommend it.",2,negative
154,"unprofessional behavior"" and that she had also been given a ""sick check"" $40.00 later she had $728.00 in unpaid bills. she also alleged that the repairs to her unit had been the fault of her contractor, not hers. i will never accept any sort of partial or total payout on my repairs ever!!!",2,negative
155,"a neighbor
#
unprofessional and there was no communication between us. he charged me and the technician involved for the install.  the technician was good and very courteous.   his colleague was also very courteous.   we did not end up using either of them professionally.   we ended up just looking for a handyman and a wall stucc
#
unprofessional and acted unprofessional when he refused to write a check for the repair. not the best way to run a business.",2,negative
156,"they have provided several written descriptions of the work that they did, but none of which satisfactorily describe the work that they in fact did. i had hoped that the written descriptions would identify the work that they did, but",2,negative
157,unprofessional and unprofessional of us to ask such a large expense! thank you also for spreading the word about us so that we might not be to happy with the work you did! i am sure our next visit will be no where near to your standard 5 star but it will be very well received for what it is. good luck to all!,2,negative
158,these,2,negative
159,"unprofessional, and told me i ""not sure if i can work with him or not."" when i asked him to let me know what his clearance is, he replied that's up to you. you decide!!",2,negative
160,"a very bad experience. i had a lot of flat floors repaired at my home. the owner was very nice, but very abrupt with his",2,negative
161,"unprofessional"" and ""talk crap when you want"" when he couldn't figure out how to connect the two outlets. ",2,negative
162,"and when i called to complain about the conduct of my manager, i was told that i needed to ""get a second opinion."" ",2,negative
163,"these guys are prim, if not more,  rude than the last guy. ",2,negative
164,unprofessional.?? i just wanted our measurements done correctly so i could have a good first impression.,2,negative
165,"for a business with over 20 years experience providing lumber for commercial properties, we feel that this company has little regard for the history and heritage of the properties they manage or the history of the communities they represent.",2,negative
166,they sent a person out to measure our dry,2,negative
